Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.188456250,0,1,1,1,1,1,1,1
0.188465250,1,1,1,1,1,1,1,1
0.188473750,0,1,1,1,1,1,1,1
0.188482750,1,1,1,1,1,1,1,1
0.188491250,0,1,1,1,1,1,1,1
0.188500250,1,1,1,1,1,1,1,1
0.188508750,0,1,1,1,1,1,1,1
0.188517750,1,1,1,1,1,1,1,1
0.188526250,0,1,1,1,1,1,1,1
0.188535250,1,1,1,1,1,1,1,1
0.188543750,0,1,1,1,1,1,1,1
0.188568750,1,1,1,1,1,1,1,1
0.188577000,0,1,1,1,1,1,1,1
0.188585500,1,1,1,1,1,1,1,1
0.217410750,0,1,1,1,1,1,1,1
0.217443250,1,1,1,1,1,1,1,1
0.217474750,0,1,1,1,1,1,1,1
0.217483750,1,1,1,1,1,1,1,1
0.217500250,0,1,1,1,1,1,1,1
0.217525250,1,1,1,1,1,1,1,1
0.217533750,0,1,1,1,1,1,1,1
0.217550750,1,1,1,1,1,1,1,1
0.217559250,0,1,1,1,1,1,1,1
0.217568250,1,1,1,1,1,1,1,1
0.217576750,0,1,1,1,1,1,1,1
0.217585750,1,1,1,1,1,1,1,1
0.217594250,0,1,1,1,1,1,1,1
0.217611250,1,1,1,1,1,1,1,1
0.217627750,0,1,1,1,1,1,1,1
0.217652750,1,1,1,1,1,1,1,1
0.217661250,0,1,1,1,1,1,1,1
0.217694250,1,1,1,1,1,1,1,1
0.217702750,0,1,1,1,1,1,1,1
0.217735750,1,1,1,1,1,1,1,1
0.217744250,0,1,1,1,1,1,1,1
0.217777250,1,1,1,1,1,1,1,1
0.217785750,0,1,1,1,1,1,1,1
0.217818750,1,1,1,1,1,1,1,1
0.217827250,0,1,1,1,1,1,1,1
0.217860250,1,1,1,1,1,1,1,1
0.217868750,0,1,1,1,1,1,1,1
0.217901750,1,1,1,1,1,1,1,1
0.217910250,0,1,1,1,1,1,1,1
0.217943250,1,1,1,1,1,1,1,1
0.217951750,0,1,1,1,1,1,1,1
0.217984750,1,1,1,1,1,1,1,1
0.217993250,0,1,1,1,1,1,1,1
0.218026250,1,1,1,1,1,1,1,1
0.218034750,0,1,1,1,1,1,1,1
0.218067750,1,1,1,1,1,1,1,1
0.218076250,0,1,1,1,1,1,1,1
0.218109250,1,1,1,1,1,1,1,1
0.218117750,0,1,1,1,1,1,1,1
0.218150750,1,1,1,1,1,1,1,1
0.218159250,0,1,1,1,1,1,1,1
0.218168250,1,1,1,1,1,1,1,1
0.218176750,0,1,1,1,1,1,1,1
0.218185750,1,1,1,1,1,1,1,1
0.218194250,0,1,1,1,1,1,1,1
0.218227250,1,1,1,1,1,1,1,1
0.218235750,0,1,1,1,1,1,1,1
0.218260750,1,1,1,1,1,1,1,1
0.218277250,0,1,1,1,1,1,1,1
0.218294250,1,1,1,1,1,1,1,1
0.218302750,0,1,1,1,1,1,1,1
0.218319750,1,1,1,1,1,1,1,1
0.218328250,0,1,1,1,1,1,1,1
0.218353250,1,1,1,1,1,1,1,1
0.218361750,0,1,1,1,1,1,1,1
0.218370750,1,1,1,1,1,1,1,1
0.218395250,0,1,1,1,1,1,1,1
0.218412250,1,1,1,1,1,1,1,1
0.221892750,0,1,1,1,1,1,1,1
0.221925000,1,1,1,1,1,1,1,1
0.221956750,0,1,1,1,1,1,1,1
0.221965500,1,1,1,1,1,1,1,1
0.221973750,0,1,1,1,1,1,1,1
0.221982500,1,1,1,1,1,1,1,1
0.221991250,0,1,1,1,1,1,1,1
0.222008000,1,1,1,1,1,1,1,1
0.222016750,0,1,1,1,1,1,1,1
0.222025500,1,1,1,1,1,1,1,1
0.222042250,0,1,1,1,1,1,1,1
0.222051000,1,1,1,1,1,1,1,1
0.222059750,0,1,1,1,1,1,1,1
0.222068500,1,1,1,1,1,1,1,1
0.222076750,0,1,1,1,1,1,1,1
0.222093500,1,1,1,1,1,1,1,1
0.222118250,0,1,1,1,1,1,1,1
0.222135000,1,1,1,1,1,1,1,1
0.222143750,0,1,1,1,1,1,1,1
0.222176500,1,1,1,1,1,1,1,1
0.222185250,0,1,1,1,1,1,1,1
0.222218000,1,1,1,1,1,1,1,1
0.222226750,0,1,1,1,1,1,1,1
0.222259500,1,1,1,1,1,1,1,1
0.222268250,0,1,1,1,1,1,1,1
0.222301000,1,1,1,1,1,1,1,1
0.222309750,0,1,1,1,1,1,1,1
0.222342500,1,1,1,1,1,1,1,1
0.222351250,0,1,1,1,1,1,1,1
0.222384000,1,1,1,1,1,1,1,1
0.222392750,0,1,1,1,1,1,1,1
0.222425500,1,1,1,1,1,1,1,1
0.222434250,0,1,1,1,1,1,1,1
0.222467000,1,1,1,1,1,1,1,1
0.222475750,0,1,1,1,1,1,1,1
0.222508500,1,1,1,1,1,1,1,1
0.222517250,0,1,1,1,1,1,1,1
0.222550000,1,1,1,1,1,1,1,1
0.222566750,0,1,1,1,1,1,1,1
0.222591500,1,1,1,1,1,1,1,1
0.222616250,0,1,1,1,1,1,1,1
0.222633000,1,1,1,1,1,1,1,1
0.222657750,0,1,1,1,1,1,1,1
0.222666500,1,1,1,1,1,1,1,1
0.222674750,0,1,1,1,1,1,1,1
0.222683500,1,1,1,1,1,1,1,1
0.222692250,0,1,1,1,1,1,1,1
0.222701000,1,1,1,1,1,1,1,1
0.222709250,0,1,1,1,1,1,1,1
0.222726000,1,1,1,1,1,1,1,1
0.222734500,0,1,1,1,1,1,1,1
0.222743500,1,1,1,1,1,1,1,1
0.232487500,0,1,1,1,1,1,1,1
0.232520000,1,1,1,1,1,1,1,1
0.232551500,0,1,1,1,1,1,1,1
0.232560500,1,1,1,1,1,1,1,1
0.232577000,0,1,1,1,1,1,1,1
0.232602000,1,1,1,1,1,1,1,1
0.232618500,0,1,1,1,1,1,1,1
0.232627500,1,1,1,1,1,1,1,1
0.232636000,0,1,1,1,1,1,1,1
0.232645000,1,1,1,1,1,1,1,1
0.232653500,0,1,1,1,1,1,1,1
0.232662500,1,1,1,1,1,1,1,1
0.232671000,0,1,1,1,1,1,1,1
0.232688000,1,1,1,1,1,1,1,1
0.232704500,0,1,1,1,1,1,1,1
0.232729500,1,1,1,1,1,1,1,1
0.232746000,0,1,1,1,1,1,1,1
0.232755000,1,1,1,1,1,1,1,1
0.232763500,0,1,1,1,1,1,1,1
0.232772500,1,1,1,1,1,1,1,1
0.232813000,0,1,1,1,1,1,1,1
0.232854000,1,1,1,1,1,1,1,1
0.232862500,0,1,1,1,1,1,1,1
0.232887500,1,1,1,1,1,1,1,1
0.232896000,0,1,1,1,1,1,1,1
0.232905000,1,1,1,1,1,1,1,1
0.232937500,0,1,1,1,1,1,1,1
0.232946500,1,1,1,1,1,1,1,1
0.232979000,0,1,1,1,1,1,1,1
0.233004000,1,1,1,1,1,1,1,1
0.233020500,0,1,1,1,1,1,1,1
0.233061500,1,1,1,1,1,1,1,1
0.233102000,0,1,1,1,1,1,1,1
0.233119000,1,1,1,1,1,1,1,1
0.233127500,0,1,1,1,1,1,1,1
0.233136500,1,1,1,1,1,1,1,1
0.233145000,0,1,1,1,1,1,1,1
0.233186000,1,1,1,1,1,1,1,1
0.233194500,0,1,1,1,1,1,1,1
0.233203500,1,1,1,1,1,1,1,1
0.233212000,0,1,1,1,1,1,1,1
0.233221000,1,1,1,1,1,1,1,1
0.233229500,0,1,1,1,1,1,1,1
0.233238500,1,1,1,1,1,1,1,1
0.233247000,0,1,1,1,1,1,1,1
0.233272000,1,1,1,1,1,1,1,1
0.233288500,0,1,1,1,1,1,1,1
0.233297500,1,1,1,1,1,1,1,1
0.233306000,0,1,1,1,1,1,1,1
0.233315000,1,1,1,1,1,1,1,1
0.233331500,0,1,1,1,1,1,1,1
0.233348500,1,1,1,1,1,1,1,1
0.233357000,0,1,1,1,1,1,1,1
0.233382000,1,1,1,1,1,1,1,1
0.233398500,0,1,1,1,1,1,1,1
0.233415500,1,1,1,1,1,1,1,1
0.233440000,0,1,1,1,1,1,1,1
0.233489000,1,1,1,1,1,1,1,1
0.267747250,0,1,1,1,1,1,1,1
0.267779500,1,1,1,1,1,1,1,1
0.267811250,0,1,1,1,1,1,1,1
0.267820000,1,1,1,1,1,1,1,1
0.267836750,0,1,1,1,1,1,1,1
0.267861500,1,1,1,1,1,1,1,1
0.267870250,0,1,1,1,1,1,1,1
0.267887000,1,1,1,1,1,1,1,1
0.267895750,0,1,1,1,1,1,1,1
0.267904500,1,1,1,1,1,1,1,1
0.267913250,0,1,1,1,1,1,1,1
0.267922000,1,1,1,1,1,1,1,1
0.267930750,0,1,1,1,1,1,1,1
0.267947500,1,1,1,1,1,1,1,1
0.267964250,0,1,1,1,1,1,1,1
0.267989000,1,1,1,1,1,1,1,1
0.267997750,0,1,1,1,1,1,1,1
0.268030500,1,1,1,1,1,1,1,1
0.268039250,0,1,1,1,1,1,1,1
0.268072000,1,1,1,1,1,1,1,1
0.268080750,0,1,1,1,1,1,1,1
0.268113750,1,1,1,1,1,1,1,1
0.268122250,0,1,1,1,1,1,1,1
0.268155250,1,1,1,1,1,1,1,1
0.268163750,0,1,1,1,1,1,1,1
0.268196750,1,1,1,1,1,1,1,1
0.268205250,0,1,1,1,1,1,1,1
0.268238250,1,1,1,1,1,1,1,1
0.268246750,0,1,1,1,1,1,1,1
0.268279750,1,1,1,1,1,1,1,1
0.268288250,0,1,1,1,1,1,1,1
0.268321250,1,1,1,1,1,1,1,1
0.268329750,0,1,1,1,1,1,1,1
0.268362750,1,1,1,1,1,1,1,1
0.268371250,0,1,1,1,1,1,1,1
0.268404250,1,1,1,1,1,1,1,1
0.268412750,0,1,1,1,1,1,1,1
0.268445750,1,1,1,1,1,1,1,1
0.268454250,0,1,1,1,1,1,1,1
0.268487250,1,1,1,1,1,1,1,1
0.268495750,0,1,1,1,1,1,1,1
0.268504750,1,1,1,1,1,1,1,1
0.268513250,0,1,1,1,1,1,1,1
0.268522250,1,1,1,1,1,1,1,1
0.268530750,0,1,1,1,1,1,1,1
0.268563750,1,1,1,1,1,1,1,1
0.268572250,0,1,1,1,1,1,1,1
0.268597250,1,1,1,1,1,1,1,1
0.268613750,0,1,1,1,1,1,1,1
0.268630750,1,1,1,1,1,1,1,1
0.268639250,0,1,1,1,1,1,1,1
0.268656250,1,1,1,1,1,1,1,1
0.268664750,0,1,1,1,1,1,1,1
0.268689750,1,1,1,1,1,1,1,1
0.268698250,0,1,1,1,1,1,1,1
0.268707250,1,1,1,1,1,1,1,1
0.268731750,0,1,1,1,1,1,1,1
0.268748750,1,1,1,1,1,1,1,1
0.287710250,0,1,1,1,1,1,1,1
0.287742500,1,1,1,1,1,1,1,1
0.287774250,0,1,1,1,1,1,1,1
0.287783000,1,1,1,1,1,1,1,1
0.287791750,0,1,1,1,1,1,1,1
0.287800500,1,1,1,1,1,1,1,1
0.287809250,0,1,1,1,1,1,1,1
0.287826000,1,1,1,1,1,1,1,1
0.287850750,0,1,1,1,1,1,1,1
0.287859500,1,1,1,1,1,1,1,1
0.287868250,0,1,1,1,1,1,1,1
0.287877000,1,1,1,1,1,1,1,1
0.287893750,0,1,1,1,1,1,1,1
0.287910500,1,1,1,1,1,1,1,1
0.287927250,0,1,1,1,1,1,1,1
0.287952000,1,1,1,1,1,1,1,1
0.287968750,0,1,1,1,1,1,1,1
0.287993500,1,1,1,1,1,1,1,1
0.288002250,0,1,1,1,1,1,1,1
0.288035000,1,1,1,1,1,1,1,1
0.288043750,0,1,1,1,1,1,1,1
0.288076500,1,1,1,1,1,1,1,1
0.288085250,0,1,1,1,1,1,1,1
0.288118000,1,1,1,1,1,1,1,1
0.288158750,0,1,1,1,1,1,1,1
0.288167500,1,1,1,1,1,1,1,1
0.288200250,0,1,1,1,1,1,1,1
0.288241000,1,1,1,1,1,1,1,1
0.288249750,0,1,1,1,1,1,1,1
0.288266500,1,1,1,1,1,1,1,1
0.288275250,0,1,1,1,1,1,1,1
0.288284000,1,1,1,1,1,1,1,1
0.288300750,0,1,1,1,1,1,1,1
0.288317500,1,1,1,1,1,1,1,1
0.288326250,0,1,1,1,1,1,1,1
0.288335000,1,1,1,1,1,1,1,1
0.288351750,0,1,1,1,1,1,1,1
0.288368500,1,1,1,1,1,1,1,1
0.288409250,0,1,1,1,1,1,1,1
0.288418000,1,1,1,1,1,1,1,1
0.288450750,0,1,1,1,1,1,1,1
0.288459500,1,1,1,1,1,1,1,1
0.288492250,0,1,1,1,1,1,1,1
0.288501250,1,1,1,1,1,1,1,1
0.288533750,0,1,1,1,1,1,1,1
0.288550750,1,1,1,1,1,1,1,1
0.288559250,0,1,1,1,1,1,1,1
0.288576250,1,1,1,1,1,1,1,1
0.288584750,0,1,1,1,1,1,1,1
0.288593750,1,1,1,1,1,1,1,1
0.288602250,0,1,1,1,1,1,1,1
0.288611250,1,1,1,1,1,1,1,1
0.288619750,0,1,1,1,1,1,1,1
0.288628750,1,1,1,1,1,1,1,1
0.288653250,0,1,1,1,1,1,1,1
0.288662250,1,1,1,1,1,1,1,1
0.288678750,0,1,1,1,1,1,1,1
0.288711750,1,1,1,1,1,1,1,1
0.317977750,0,1,1,1,1,1,1,1
0.318010000,1,1,1,1,1,1,1,1
0.318041750,0,1,1,1,1,1,1,1
0.318050500,1,1,1,1,1,1,1,1
0.318067250,0,1,1,1,1,1,1,1
0.318092000,1,1,1,1,1,1,1,1
0.318100750,0,1,1,1,1,1,1,1
0.318117500,1,1,1,1,1,1,1,1
0.318126250,0,1,1,1,1,1,1,1
0.318135000,1,1,1,1,1,1,1,1
0.318143750,0,1,1,1,1,1,1,1
0.318152500,1,1,1,1,1,1,1,1
0.318161250,0,1,1,1,1,1,1,1
0.318178000,1,1,1,1,1,1,1,1
0.318194750,0,1,1,1,1,1,1,1
0.318219500,1,1,1,1,1,1,1,1
0.318228250,0,1,1,1,1,1,1,1
0.318261000,1,1,1,1,1,1,1,1
0.318269750,0,1,1,1,1,1,1,1
0.318302500,1,1,1,1,1,1,1,1
0.318311250,0,1,1,1,1,1,1,1
0.318344000,1,1,1,1,1,1,1,1
0.318352750,0,1,1,1,1,1,1,1
0.318385500,1,1,1,1,1,1,1,1
0.318394250,0,1,1,1,1,1,1,1
0.318427000,1,1,1,1,1,1,1,1
0.318435750,0,1,1,1,1,1,1,1
0.318468500,1,1,1,1,1,1,1,1
0.318477250,0,1,1,1,1,1,1,1
0.318510000,1,1,1,1,1,1,1,1
0.318518750,0,1,1,1,1,1,1,1
0.318551500,1,1,1,1,1,1,1,1
0.318560250,0,1,1,1,1,1,1,1
0.318593000,1,1,1,1,1,1,1,1
0.318601750,0,1,1,1,1,1,1,1
0.318634500,1,1,1,1,1,1,1,1
0.318643250,0,1,1,1,1,1,1,1
0.318676000,1,1,1,1,1,1,1,1
0.318684750,0,1,1,1,1,1,1,1
0.318717500,1,1,1,1,1,1,1,1
0.318726250,0,1,1,1,1,1,1,1
0.318735000,1,1,1,1,1,1,1,1
0.318743750,0,1,1,1,1,1,1,1
0.318752500,1,1,1,1,1,1,1,1
0.318761250,0,1,1,1,1,1,1,1
0.318794000,1,1,1,1,1,1,1,1
0.318802750,0,1,1,1,1,1,1,1
0.318827500,1,1,1,1,1,1,1,1
0.318844250,0,1,1,1,1,1,1,1
0.318861000,1,1,1,1,1,1,1,1
0.318869750,0,1,1,1,1,1,1,1
0.318886500,1,1,1,1,1,1,1,1
0.318895250,0,1,1,1,1,1,1,1
0.318920000,1,1,1,1,1,1,1,1
0.318928750,0,1,1,1,1,1,1,1
0.318937500,1,1,1,1,1,1,1,1
0.318962250,0,1,1,1,1,1,1,1
0.318979000,1,1,1,1,1,1,1,1
0.322243750,0,1,1,1,1,1,1,1
0.322276000,1,1,1,1,1,1,1,1
0.322307750,0,1,1,1,1,1,1,1
0.322316500,1,1,1,1,1,1,1,1
0.322324750,0,1,1,1,1,1,1,1
0.322333500,1,1,1,1,1,1,1,1
0.322341750,0,1,1,1,1,1,1,1
0.322358500,1,1,1,1,1,1,1,1
0.322367250,0,1,1,1,1,1,1,1
0.322376000,1,1,1,1,1,1,1,1
0.322392250,0,1,1,1,1,1,1,1
0.322401000,1,1,1,1,1,1,1,1
0.322409750,0,1,1,1,1,1,1,1
0.322418500,1,1,1,1,1,1,1,1
0.322426750,0,1,1,1,1,1,1,1
0.322443500,1,1,1,1,1,1,1,1
0.322468250,0,1,1,1,1,1,1,1
0.322485000,1,1,1,1,1,1,1,1
0.322493750,0,1,1,1,1,1,1,1
0.322526500,1,1,1,1,1,1,1,1
0.322535250,0,1,1,1,1,1,1,1
0.322568000,1,1,1,1,1,1,1,1
0.322576750,0,1,1,1,1,1,1,1
0.322609500,1,1,1,1,1,1,1,1
0.322618250,0,1,1,1,1,1,1,1
0.322651000,1,1,1,1,1,1,1,1
0.322659750,0,1,1,1,1,1,1,1
0.322692500,1,1,1,1,1,1,1,1
0.322701250,0,1,1,1,1,1,1,1
0.322734000,1,1,1,1,1,1,1,1
0.322742750,0,1,1,1,1,1,1,1
0.322775500,1,1,1,1,1,1,1,1
0.322784250,0,1,1,1,1,1,1,1
0.322817000,1,1,1,1,1,1,1,1
0.322825750,0,1,1,1,1,1,1,1
0.322858500,1,1,1,1,1,1,1,1
0.322867250,0,1,1,1,1,1,1,1
0.322900000,1,1,1,1,1,1,1,1
0.322916750,0,1,1,1,1,1,1,1
0.322941500,1,1,1,1,1,1,1,1
0.322966250,0,1,1,1,1,1,1,1
0.322983000,1,1,1,1,1,1,1,1
0.323007750,0,1,1,1,1,1,1,1
0.323016500,1,1,1,1,1,1,1,1
0.323024750,0,1,1,1,1,1,1,1
0.323033500,1,1,1,1,1,1,1,1
0.323042250,0,1,1,1,1,1,1,1
0.323051000,1,1,1,1,1,1,1,1
0.323059250,0,1,1,1,1,1,1,1
0.323076000,1,1,1,1,1,1,1,1
0.323084500,0,1,1,1,1,1,1,1
0.323093250,1,1,1,1,1,1,1,1
0.335373000,0,1,1,1,1,1,1,1
0.335405000,1,1,1,1,1,1,1,1
0.335436750,0,1,1,1,1,1,1,1
0.335445250,1,1,1,1,1,1,1,1
0.335453500,0,1,1,1,1,1,1,1
0.335462250,1,1,1,1,1,1,1,1
0.335470500,0,1,1,1,1,1,1,1
0.335479250,1,1,1,1,1,1,1,1
0.335487500,0,1,1,1,1,1,1,1
0.335496000,1,1,1,1,1,1,1,1
0.335520250,0,1,1,1,1,1,1,1
0.335529000,1,1,1,1,1,1,1,1
0.335537250,0,1,1,1,1,1,1,1
0.335545750,1,1,1,1,1,1,1,1
0.335554250,0,1,1,1,1,1,1,1
0.335570750,1,1,1,1,1,1,1,1
0.335595000,0,1,1,1,1,1,1,1
0.335611500,1,1,1,1,1,1,1,1
0.335619750,0,1,1,1,1,1,1,1
0.335636500,1,1,1,1,1,1,1,1
0.335644750,0,1,1,1,1,1,1,1
0.335653500,1,1,1,1,1,1,1,1
0.335661750,0,1,1,1,1,1,1,1
0.335694250,1,1,1,1,1,1,1,1
0.335702500,0,1,1,1,1,1,1,1
0.335727000,1,1,1,1,1,1,1,1
0.335735250,0,1,1,1,1,1,1,1
0.335744000,1,1,1,1,1,1,1,1
0.335768250,0,1,1,1,1,1,1,1
0.335776750,1,1,1,1,1,1,1,1
0.335793000,0,1,1,1,1,1,1,1
0.335817500,1,1,1,1,1,1,1,1
0.335833750,0,1,1,1,1,1,1,1
0.335842500,1,1,1,1,1,1,1,1
0.335850750,0,1,1,1,1,1,1,1
0.335859500,1,1,1,1,1,1,1,1
0.335867750,0,1,1,1,1,1,1,1
0.335876250,1,1,1,1,1,1,1,1
0.335884500,0,1,1,1,1,1,1,1
0.335893250,1,1,1,1,1,1,1,1
0.335901500,0,1,1,1,1,1,1,1
0.335950000,1,1,1,1,1,1,1,1
0.335958500,0,1,1,1,1,1,1,1
0.335967500,1,1,1,1,1,1,1,1
0.368216750,0,1,1,1,1,1,1,1
0.368249000,1,1,1,1,1,1,1,1
0.368280750,0,1,1,1,1,1,1,1
0.368289500,1,1,1,1,1,1,1,1
0.368306250,0,1,1,1,1,1,1,1
0.368331000,1,1,1,1,1,1,1,1
0.368339750,0,1,1,1,1,1,1,1
0.368356500,1,1,1,1,1,1,1,1
0.368365250,0,1,1,1,1,1,1,1
0.368374000,1,1,1,1,1,1,1,1
0.368382750,0,1,1,1,1,1,1,1
0.368391500,1,1,1,1,1,1,1,1
0.368400250,0,1,1,1,1,1,1,1
0.368417000,1,1,1,1,1,1,1,1
0.368433750,0,1,1,1,1,1,1,1
0.368458500,1,1,1,1,1,1,1,1
0.368467250,0,1,1,1,1,1,1,1
0.368500000,1,1,1,1,1,1,1,1
0.368508750,0,1,1,1,1,1,1,1
0.368541500,1,1,1,1,1,1,1,1
0.368550250,0,1,1,1,1,1,1,1
0.368583000,1,1,1,1,1,1,1,1
0.368591750,0,1,1,1,1,1,1,1
0.368624500,1,1,1,1,1,1,1,1
0.368633250,0,1,1,1,1,1,1,1
0.368666000,1,1,1,1,1,1,1,1
0.368674750,0,1,1,1,1,1,1,1
0.368707500,1,1,1,1,1,1,1,1
0.368716250,0,1,1,1,1,1,1,1
0.368749000,1,1,1,1,1,1,1,1
0.368757750,0,1,1,1,1,1,1,1
0.368790500,1,1,1,1,1,1,1,1
0.368799250,0,1,1,1,1,1,1,1
0.368832000,1,1,1,1,1,1,1,1
0.368840750,0,1,1,1,1,1,1,1
0.368873500,1,1,1,1,1,1,1,1
0.368882250,0,1,1,1,1,1,1,1
0.368915000,1,1,1,1,1,1,1,1
0.368923750,0,1,1,1,1,1,1,1
0.368956500,1,1,1,1,1,1,1,1
0.368965250,0,1,1,1,1,1,1,1
0.368974000,1,1,1,1,1,1,1,1
0.368982750,0,1,1,1,1,1,1,1
0.368991500,1,1,1,1,1,1,1,1
0.369000250,0,1,1,1,1,1,1,1
0.369033000,1,1,1,1,1,1,1,1
0.369041750,0,1,1,1,1,1,1,1
0.369066500,1,1,1,1,1,1,1,1
0.369083250,0,1,1,1,1,1,1,1
0.369100000,1,1,1,1,1,1,1,1
0.369108750,0,1,1,1,1,1,1,1
0.369125500,1,1,1,1,1,1,1,1
0.369134250,0,1,1,1,1,1,1,1
0.369159000,1,1,1,1,1,1,1,1
0.369167750,0,1,1,1,1,1,1,1
0.369176500,1,1,1,1,1,1,1,1
0.369201250,0,1,1,1,1,1,1,1
0.369218000,1,1,1,1,1,1,1,1
0.371469500,0,1,1,1,1,1,1,1
0.371501250,1,1,1,1,1,1,1,1
0.371532750,0,1,1,1,1,1,1,1
0.371541250,1,1,1,1,1,1,1,1
0.371549500,0,1,1,1,1,1,1,1
0.371558000,1,1,1,1,1,1,1,1
0.371574500,0,1,1,1,1,1,1,1
0.371583000,1,1,1,1,1,1,1,1
0.371591250,0,1,1,1,1,1,1,1
0.371599750,1,1,1,1,1,1,1,1
0.371616000,0,1,1,1,1,1,1,1
0.371624500,1,1,1,1,1,1,1,1
0.371632750,0,1,1,1,1,1,1,1
0.371641250,1,1,1,1,1,1,1,1
0.371649750,0,1,1,1,1,1,1,1
0.371666000,1,1,1,1,1,1,1,1
0.371690250,0,1,1,1,1,1,1,1
0.371706750,1,1,1,1,1,1,1,1
0.371715000,0,1,1,1,1,1,1,1
0.371747250,1,1,1,1,1,1,1,1
0.371755750,0,1,1,1,1,1,1,1
0.371788000,1,1,1,1,1,1,1,1
0.371796250,0,1,1,1,1,1,1,1
0.371828500,1,1,1,1,1,1,1,1
0.371837000,0,1,1,1,1,1,1,1
0.371869250,1,1,1,1,1,1,1,1
0.371877500,0,1,1,1,1,1,1,1
0.371909750,1,1,1,1,1,1,1,1
0.371934000,0,1,1,1,1,1,1,1
0.371950500,1,1,1,1,1,1,1,1
0.371958750,0,1,1,1,1,1,1,1
0.371991000,1,1,1,1,1,1,1,1
0.371999250,0,1,1,1,1,1,1,1
0.372007750,1,1,1,1,1,1,1,1
0.372016250,0,1,1,1,1,1,1,1
0.372032500,1,1,1,1,1,1,1,1
0.372072750,0,1,1,1,1,1,1,1
0.372081250,1,1,1,1,1,1,1,1
0.372113250,0,1,1,1,1,1,1,1
0.372121750,1,1,1,1,1,1,1,1
0.372154000,0,1,1,1,1,1,1,1
0.372162500,1,1,1,1,1,1,1,1
0.372194500,0,1,1,1,1,1,1,1
0.372234750,1,1,1,1,1,1,1,1
0.372243000,0,1,1,1,1,1,1,1
0.372275250,1,1,1,1,1,1,1,1
0.372315250,0,1,1,1,1,1,1,1
0.372323750,1,1,1,1,1,1,1,1
0.372356000,0,1,1,1,1,1,1,1
0.372364500,1,1,1,1,1,1,1,1
0.372396500,0,1,1,1,1,1,1,1
0.372405000,1,1,1,1,1,1,1,1
0.372437250,0,1,1,1,1,1,1,1
0.372445750,1,1,1,1,1,1,1,1
0.372477750,0,1,1,1,1,1,1,1
0.372486250,1,1,1,1,1,1,1,1
0.372518500,0,1,1,1,1,1,1,1
0.372558750,1,1,1,1,1,1,1,1
0.372567000,0,1,1,1,1,1,1,1
0.372599250,1,1,1,1,1,1,1,1
0.372607500,0,1,1,1,1,1,1,1
0.372616000,1,1,1,1,1,1,1,1
0.372640250,0,1,1,1,1,1,1,1
0.372672500,1,1,1,1,1,1,1,1
0.372681000,0,1,1,1,1,1,1,1
0.372713250,1,1,1,1,1,1,1,1
0.372721500,0,1,1,1,1,1,1,1
0.372738000,1,1,1,1,1,1,1,1
0.372746250,0,1,1,1,1,1,1,1
0.372770500,1,1,1,1,1,1,1,1
0.372779250,0,1,1,1,1,1,1,1
0.372788250,1,1,1,1,1,1,1,1
0.388484750,0,1,1,1,1,1,1,1
0.388517000,1,1,1,1,1,1,1,1
0.388548750,0,1,1,1,1,1,1,1
0.388557500,1,1,1,1,1,1,1,1
0.388566250,0,1,1,1,1,1,1,1
0.388575000,1,1,1,1,1,1,1,1
0.388583750,0,1,1,1,1,1,1,1
0.388600500,1,1,1,1,1,1,1,1
0.388641250,0,1,1,1,1,1,1,1
0.388650000,1,1,1,1,1,1,1,1
0.388666750,0,1,1,1,1,1,1,1
0.388683500,1,1,1,1,1,1,1,1
0.388708250,0,1,1,1,1,1,1,1
0.388725000,1,1,1,1,1,1,1,1
0.388749750,0,1,1,1,1,1,1,1
0.388766500,1,1,1,1,1,1,1,1
0.388775250,0,1,1,1,1,1,1,1
0.388808000,1,1,1,1,1,1,1,1
0.388816750,0,1,1,1,1,1,1,1
0.388849500,1,1,1,1,1,1,1,1
0.388858250,0,1,1,1,1,1,1,1
0.388891000,1,1,1,1,1,1,1,1
0.388899750,0,1,1,1,1,1,1,1
0.388932500,1,1,1,1,1,1,1,1
0.388941250,0,1,1,1,1,1,1,1
0.388966000,1,1,1,1,1,1,1,1
0.388974750,0,1,1,1,1,1,1,1
0.388999500,1,1,1,1,1,1,1,1
0.389008250,0,1,1,1,1,1,1,1
0.389017000,1,1,1,1,1,1,1,1
0.389041750,0,1,1,1,1,1,1,1
0.389058500,1,1,1,1,1,1,1,1
0.389099250,0,1,1,1,1,1,1,1
0.389140000,1,1,1,1,1,1,1,1
0.389148750,0,1,1,1,1,1,1,1
0.389181500,1,1,1,1,1,1,1,1
0.389190250,0,1,1,1,1,1,1,1
0.389223000,1,1,1,1,1,1,1,1
0.389263750,0,1,1,1,1,1,1,1
0.389272500,1,1,1,1,1,1,1,1
0.389305250,0,1,1,1,1,1,1,1
0.389330000,1,1,1,1,1,1,1,1
0.389338750,0,1,1,1,1,1,1,1
0.389347500,1,1,1,1,1,1,1,1
0.389356250,0,1,1,1,1,1,1,1
0.389389000,1,1,1,1,1,1,1,1
0.389397750,0,1,1,1,1,1,1,1
0.389406500,1,1,1,1,1,1,1,1
0.389415250,0,1,1,1,1,1,1,1
0.389432000,1,1,1,1,1,1,1,1
0.389440750,0,1,1,1,1,1,1,1
