Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.169391750,0,1,1,1,1,1,1,1
0.169400250,1,1,1,1,1,1,1,1
0.169432250,0,1,1,1,1,1,1,1
0.169440750,1,1,1,1,1,1,1,1
0.169473000,0,1,1,1,1,1,1,1
0.169481500,1,1,1,1,1,1,1,1
0.169513500,0,1,1,1,1,1,1,1
0.169522000,1,1,1,1,1,1,1,1
0.169554000,0,1,1,1,1,1,1,1
0.169594250,1,1,1,1,1,1,1,1
0.169602750,0,1,1,1,1,1,1,1
0.169635000,1,1,1,1,1,1,1,1
0.169643250,0,1,1,1,1,1,1,1
0.169651750,1,1,1,1,1,1,1,1
0.169676000,0,1,1,1,1,1,1,1
0.169708250,1,1,1,1,1,1,1,1
0.169716500,0,1,1,1,1,1,1,1
0.169749000,1,1,1,1,1,1,1,1
0.169757250,0,1,1,1,1,1,1,1
0.169773750,1,1,1,1,1,1,1,1
0.169782000,0,1,1,1,1,1,1,1
0.169806250,1,1,1,1,1,1,1,1
0.169815000,0,1,1,1,1,1,1,1
0.169823750,1,1,1,1,1,1,1,1
0.187232250,0,1,1,1,1,1,1,1
0.187264750,1,1,1,1,1,1,1,1
0.187296250,0,1,1,1,1,1,1,1
0.187305250,1,1,1,1,1,1,1,1
0.187313750,0,1,1,1,1,1,1,1
0.187322750,1,1,1,1,1,1,1,1
0.187331250,0,1,1,1,1,1,1,1
0.187348250,1,1,1,1,1,1,1,1
0.187388750,0,1,1,1,1,1,1,1
0.187397750,1,1,1,1,1,1,1,1
0.187414250,0,1,1,1,1,1,1,1
0.187431250,1,1,1,1,1,1,1,1
0.187455750,0,1,1,1,1,1,1,1
0.187472750,1,1,1,1,1,1,1,1
0.187497250,0,1,1,1,1,1,1,1
0.187514250,1,1,1,1,1,1,1,1
0.187522750,0,1,1,1,1,1,1,1
0.187555750,1,1,1,1,1,1,1,1
0.187564250,0,1,1,1,1,1,1,1
0.187597250,1,1,1,1,1,1,1,1
0.187605750,0,1,1,1,1,1,1,1
0.187638750,1,1,1,1,1,1,1,1
0.187647250,0,1,1,1,1,1,1,1
0.187680250,1,1,1,1,1,1,1,1
0.187688750,0,1,1,1,1,1,1,1
0.187713750,1,1,1,1,1,1,1,1
0.187722250,0,1,1,1,1,1,1,1
0.187747250,1,1,1,1,1,1,1,1
0.187755750,0,1,1,1,1,1,1,1
0.187764750,1,1,1,1,1,1,1,1
0.187789250,0,1,1,1,1,1,1,1
0.187806250,1,1,1,1,1,1,1,1
0.187846750,0,1,1,1,1,1,1,1
0.187887750,1,1,1,1,1,1,1,1
0.187896250,0,1,1,1,1,1,1,1
0.187929250,1,1,1,1,1,1,1,1
0.187937750,0,1,1,1,1,1,1,1
0.187970750,1,1,1,1,1,1,1,1
0.188011250,0,1,1,1,1,1,1,1
0.188020250,1,1,1,1,1,1,1,1
0.188052750,0,1,1,1,1,1,1,1
0.188077750,1,1,1,1,1,1,1,1
0.188086250,0,1,1,1,1,1,1,1
0.188095250,1,1,1,1,1,1,1,1
0.188103750,0,1,1,1,1,1,1,1
0.188136750,1,1,1,1,1,1,1,1
0.188145250,0,1,1,1,1,1,1,1
0.188154250,1,1,1,1,1,1,1,1
0.188162750,0,1,1,1,1,1,1,1
0.188179750,1,1,1,1,1,1,1,1
0.188188250,0,1,1,1,1,1,1,1
0.188205250,1,1,1,1,1,1,1,1
0.188213750,0,1,1,1,1,1,1,1
0.188222750,1,1,1,1,1,1,1,1
0.188231250,0,1,1,1,1,1,1,1
0.188264250,1,1,1,1,1,1,1,1
0.188272750,0,1,1,1,1,1,1,1
0.188305750,1,1,1,1,1,1,1,1
0.188314250,0,1,1,1,1,1,1,1
0.188347250,1,1,1,1,1,1,1,1
0.188355750,0,1,1,1,1,1,1,1
0.188388750,1,1,1,1,1,1,1,1
0.188397250,0,1,1,1,1,1,1,1
0.188414250,1,1,1,1,1,1,1,1
0.188430750,0,1,1,1,1,1,1,1
0.188439750,1,1,1,1,1,1,1,1
