Time [s],Channel 0
259.773694250,1
259.773703000,0
259.773711750,1
259.773728500,0
259.773737250,1
259.773746000,0
259.773754750,1
259.773763500,0
259.773780250,1
259.773797000,0
259.773837750,1
259.773854500,0
259.773879250,1
259.773888000,0
259.773920750,1
259.773961500,0
259.773970250,1
259.774003000,0
259.774035750,1
259.774044500,0
259.774077250,1
259.774086000,0
259.774094750,1
259.774127500,0
259.774136250,1
259.774169000,0
259.774209750,1
259.774218500,0
259.774251250,1
259.774260000,0
259.774292750,1
259.774301500,0
259.774334250,1
259.774351000,0
259.774359750,1
259.774376500,0
259.774409250,1
259.774418000,0
259.774434750,1
259.774443500,0
259.774460250,1
259.774493000,0
259.774509750,1
259.774518500,0
259.774527000,1
259.794679500,0
259.794711500,1
259.794743500,0
259.794752000,1
259.794760500,0
259.794769000,1
259.794777500,0
259.794794000,1
259.794802500,0
259.794811000,1
259.794827500,0
259.794836000,1
259.794844500,0
259.794853000,1
259.794861500,0
259.794878000,1
259.794902500,0
259.794919000,1
259.794927500,0
259.794952000,1
259.794960500,0
259.795001000,1
259.795009500,0
259.795042000,1
259.795050500,0
259.795083000,1
259.795091500,0
259.795124000,1
259.795132500,0
259.795165000,1
259.795173500,0
259.795206250,1
259.795214500,0
259.795247250,1
259.795255500,0
259.795288250,1
259.795312500,0
259.795321250,1
259.795329500,0
259.795346250,1
259.795362500,0
259.795371250,1
259.795387500,0
259.795404250,1
259.795412500,0
259.795437250,1
259.795445500,0
259.795454250,1
259.795486500,0
259.795503250,1
259.795511500,0
259.795520500,1
259.803768500,0
259.803800750,1
259.803832500,0
259.803841250,1
259.803858000,0
259.803882750,1
259.803891500,0
259.803908250,1
259.803917000,0
259.803925750,1
259.803934500,0
259.803943250,1
259.803952000,0
259.803968750,1
259.803985500,0
259.804010250,1
259.804019000,0
259.804027750,1
259.804036500,0
259.804045250,1
259.804054000,0
259.804070750,1
259.804079500,0
259.804088250,1
259.804097000,0
259.804113750,1
259.804122500,0
259.804139250,1
259.804148000,0
259.804156750,1
259.804173500,0
259.804182250,1
259.804191000,0
259.804223750,1
259.804256500,0
259.804265250,1
259.804274000,0
259.804290750,1
259.804307500,0
259.804316250,1
259.804341000,0
259.804349750,1
259.804358500,0
259.804367250,1
259.804376000,0
259.804384750,1
259.804393500,0
259.804410250,1
259.804435000,0
259.804467750,1
259.804476500,0
259.804485250,1
259.804494000,0
259.804502750,1
259.804511500,0
259.804520250,1
259.804561000,0
259.804585750,1
259.804602500,0
259.804627250,1
259.804644000,0
259.804652750,1
259.804661500,0
259.804670250,1
259.804679000,0
259.804687750,1
259.804704500,0
259.804729250,1
259.804738000,0
259.804778750,1
259.854206000,0
259.854238250,1
259.854270000,0
259.854278750,1
259.854295500,0
259.854320250,1
259.854329000,0
259.854345750,1
259.854354500,0
259.854363250,1
259.854372000,0
259.854380750,1
259.854389500,0
259.854406250,1
259.854423000,0
259.854447750,1
259.854456500,0
259.854465250,1
259.854474000,0
259.854482750,1
259.854491500,0
259.854508250,1
259.854517000,0
259.854525750,1
259.854534500,0
259.854543250,1
259.854560000,0
259.854576750,1
259.854585500,0
259.854594250,1
259.854603000,0
259.854619750,1
259.854628500,0
259.854661250,1
259.854694000,0
259.854702750,1
259.854711500,0
259.854720250,1
259.854729000,0
259.854737750,1
259.854746500,0
259.854763250,1
259.854772000,0
259.854780750,1
259.854789500,0
259.854806250,1
259.854815000,0
259.854823750,1
259.854832500,0
259.854849250,1
259.854874000,0
259.854906750,1
259.854915500,0
259.854924250,1
259.854933000,0
259.854941750,1
259.854950500,0
259.854959250,1
259.855000000,0
259.855024750,1
259.855041500,0
259.855058250,1
259.855083000,0
259.855107750,1
259.855124500,0
259.855133250,1
259.855158000,0
259.855166750,1
259.855183500,0
259.855192250,1
259.855201000,0
259.855217750,1
259.874315500,0
259.874347750,1
259.874379500,0
259.874388250,1
259.874397000,0
259.874405750,1
259.874414500,0
259.874431250,1
259.874456000,0
259.874464750,1
259.874473500,0
259.874482250,1
259.874499000,0
259.874515750,1
259.874532500,0
259.874557250,1
259.874582000,0
259.874598750,1
259.874607500,0
259.874632250,1
259.874641000,0
259.874681750,1
259.874690500,0
259.874723250,1
259.874732000,0
259.874748750,1
259.874765500,0
259.874774250,1
259.874783000,0
259.874791750,1
259.874808500,0
259.874849250,1
259.874858000,0
259.874882750,1
259.874891500,0
259.874900250,1
259.874933000,0
259.874941750,1
259.874966500,0
259.874975250,1
259.875016000,0
259.875024750,1
259.875057500,0
259.875066250,1
259.875099000,0
259.875107750,1
259.875140500,0
259.875157250,1
259.875166000,0
259.875182750,1
259.875191500,0
259.875200250,1
259.875209000,0
259.875225750,1
259.875234500,0
259.875243250,1
259.875252000,0
259.875268750,1
259.875277500,0
259.875286250,1
259.875303000,0
259.875319750,1
259.881113250,0
259.881145250,1
259.881176750,0
259.881185250,1
259.881193500,0
259.881202000,1
259.881218250,0
259.881226750,1
259.881235250,0
259.881243750,1
259.881260000,0
259.881268500,1
259.881276750,0
259.881285250,1
259.881293750,0
259.881310000,1
259.881334250,0
259.881350750,1
259.881359000,0
259.881391250,1
259.881399750,0
259.881432000,1
259.881440250,0
259.881472500,1
259.881480750,0
259.881513250,1
259.881521500,0
259.881553750,1
259.881578000,0
259.881594500,1
259.881602750,0
259.881635000,1
259.881643250,0
259.881651750,1
259.881660250,0
259.881676500,1
259.881716750,0
259.881725250,1
259.881757250,0
259.881765750,1
259.881797750,0
259.881806250,1
259.881838500,0
259.881878750,1
259.881887000,0
259.881919250,1
259.881959250,0
259.881967750,1
259.882000000,0
259.882008500,1
259.882040500,0
259.882049000,1
259.882081250,0
259.882089750,1
259.882121750,0
259.882130250,1
259.882162500,0
259.882202500,1
259.882211000,0
259.882243250,1
259.882251500,0
259.882260000,1
259.882284250,0
259.882316500,1
259.882324750,0
259.882357250,1
259.882365500,0
259.882382000,1
259.882390250,0
259.882414500,1
259.882423250,0
259.882432250,1
259.895039750,0
259.895072000,1
259.895103750,0
259.895112500,1
259.895120750,0
259.895129500,1
259.895137750,0
259.895154500,1
259.895162750,0
259.895171500,1
259.895187750,0
259.895196500,1
259.895204750,0
259.895213500,1
259.895221750,0
259.895238500,1
259.895262750,0
259.895279500,1
259.895287750,0
259.895312500,1
259.895320750,0
259.895361500,1
259.895369750,0
259.895402500,1
259.895410750,0
259.895443500,1
259.895451750,0
259.895484500,1
259.895492750,0
259.895525500,1
259.895533750,0
259.895566500,1
259.895574750,0
259.895607500,1
259.895615750,0
259.895648500,1
259.895672750,0
259.895681500,1
259.895689750,0
259.895706500,1
259.895722750,0
259.895731500,1
259.895747750,0
259.895764500,1
259.895772750,0
259.895797500,1
259.895805750,0
259.895814500,1
259.895846750,0
259.895863500,1
259.895872000,0
259.895880750,1
