t_s,wall_time,spd_count,data0,data1,rpm_count,seq
26.614,23:22:18.059,0,28,50,7218,219
26.614,23:22:18.059,0,28,4,7172,219
27.259,23:22:18.702,0,28,30,7198,219
27.259,23:22:18.703,0,28,10,7178,219
27.259,23:22:18.703,0,28,108,7276,220
27.259,23:22:18.703,0,28,142,7310,220
27.259,23:22:18.703,0,28,48,7216,220
27.259,23:22:18.704,0,28,32,7200,220
27.259,23:22:18.704,0,28,50,7218,220
27.259,23:22:18.704,0,28,28,7196,220
27.259,23:22:18.705,0,28,0,7168,221
27.259,23:22:18.705,0,27,254,7166,221
27.259,23:22:18.705,0,28,20,7188,221
27.259,23:22:18.706,0,28,36,7204,221
27.259,23:22:18.706,0,28,32,7200,222
27.890,23:22:19.333,0,28,68,7236,222
27.890,23:22:19.333,0,28,28,7196,222
27.890,23:22:19.333,0,28,30,7198,222
27.890,23:22:19.334,0,28,26,7194,223
27.890,23:22:19.334,0,27,236,7148,223
27.890,23:22:19.334,0,27,252,7164,223
27.890,23:22:19.335,0,28,16,7184,223
27.890,23:22:19.335,0,28,8,7176,223
27.890,23:22:19.335,0,28,82,7250,223
27.890,23:22:19.335,0,28,112,7280,224
27.890,23:22:19.336,0,28,56,7224,224
27.890,23:22:19.336,0,28,82,7250,224
28.493,23:22:19.936,0,28,16,7184,224
28.493,23:22:19.937,0,28,8,7176,225
28.493,23:22:19.937,0,28,14,7182,225
28.493,23:22:19.937,0,28,12,7180,225
28.493,23:22:19.938,0,28,18,7186,225
28.493,23:22:19.938,0,28,52,7220,226
28.493,23:22:19.938,0,28,44,7212,226
28.493,23:22:19.938,0,28,64,7232,226
28.493,23:22:19.941,0,28,78,7246,226
28.493,23:22:19.941,0,28,82,7250,226
28.493,23:22:19.941,0,28,86,7254,226
28.493,23:22:19.942,0,28,8,7176,227
28.493,23:22:19.942,0,28,2,7170,227
29.064,23:22:20.507,0,28,2,7170,227
29.064,23:22:20.508,0,27,252,7164,227
29.064,23:22:20.508,0,28,18,7186,228
29.064,23:22:20.509,0,28,38,7206,228
29.064,23:22:20.509,0,28,90,7258,228
29.064,23:22:20.509,0,28,126,7294,228
29.064,23:22:20.510,0,28,62,7230,229
29.064,23:22:20.510,0,28,64,7232,229
29.064,23:22:20.510,0,28,24,7192,229
29.064,23:22:20.510,0,27,214,7126,229
29.064,23:22:20.511,0,27,230,7142,229
29.679,23:22:21.121,0,28,6,7174,229
29.679,23:22:21.122,0,28,58,7226,230
29.679,23:22:21.122,0,28,130,7298,230
29.679,23:22:21.122,0,28,90,7258,230
29.679,23:22:21.122,0,28,12,7180,230
29.679,23:22:21.123,0,27,252,7164,231
29.679,23:22:21.123,0,28,4,7172,231
29.679,23:22:21.123,0,28,66,7234,231
29.679,23:22:21.123,0,27,252,7164,231
29.679,23:22:21.124,0,27,218,7130,232
29.679,23:22:21.124,0,27,232,7144,232
29.679,23:22:21.124,0,27,232,7144,232
30.293,23:22:21.736,0,27,254,7166,232
30.293,23:22:21.737,0,27,254,7166,232
30.293,23:22:21.737,0,28,32,7200,233
30.293,23:22:21.737,0,28,30,7198,233
30.293,23:22:21.738,0,28,50,7218,233
30.293,23:22:21.738,0,28,78,7246,233
30.293,23:22:21.738,0,28,56,7224,234
30.293,23:22:21.738,0,28,38,7206,234
30.293,23:22:21.739,0,28,20,7188,234
30.293,23:22:21.739,0,28,30,7198,234
30.894,23:22:22.339,0,28,64,7232,235
30.894,23:22:22.339,0,28,54,7222,235
30.894,23:22:22.339,0,28,90,7258,235
30.894,23:22:22.340,0,28,52,7220,236
30.894,23:22:22.340,0,28,24,7192,236
30.894,23:22:22.340,0,28,8,7176,236
30.894,23:22:22.341,0,28,18,7186,236
30.894,23:22:22.341,0,28,68,7236,237
30.894,23:22:22.341,0,28,26,7194,237
30.894,23:22:22.342,0,28,18,7186,237
30.894,23:22:22.342,0,28,50,7218,237
30.894,23:22:22.342,0,28,16,7184,237
31.479,23:22:22.923,0,28,90,7258,237
31.479,23:22:22.923,0,28,100,7268,238
31.479,23:22:22.923,0,28,68,7236,238
31.479,23:22:22.924,0,28,66,7234,238
31.479,23:22:22.924,0,28,56,7224,238
31.479,23:22:22.924,0,28,16,7184,239
31.479,23:22:22.925,0,27,248,7160,239
31.479,23:22:22.925,0,27,220,7132,239
31.479,23:22:22.925,0,28,60,7228,239
31.479,23:22:22.926,0,28,36,7204,240
31.479,23:22:22.926,0,28,64,7232,240
31.479,23:22:22.926,0,28,74,7242,240
32.092,23:22:23.535,0,28,66,7234,240
32.092,23:22:23.536,0,28,104,7272,241
32.092,23:22:23.536,0,28,136,7304,241
32.092,23:22:23.536,0,28,44,7212,241
32.092,23:22:23.537,0,27,252,7164,241
32.092,23:22:23.537,0,28,80,7248,242
32.092,23:22:23.537,0,28,78,7246,242
32.092,23:22:23.538,0,28,46,7214,243
32.694,23:22:24.137,0,28,10,7178,243
32.694,23:22:24.138,0,28,56,7224,243
32.694,23:22:24.138,0,28,68,7236,243
32.694,23:22:24.138,0,28,72,7240,243
32.694,23:22:24.139,0,28,70,7238,244
32.694,23:22:24.139,0,28,14,7182,244
32.694,23:22:24.139,0,27,196,7108,244
32.694,23:22:24.140,0,27,214,7126,244
32.694,23:22:24.140,0,27,252,7164,245
32.694,23:22:24.140,0,28,32,7200,245
33.340,23:22:24.782,0,28,14,7182,245
33.340,23:22:24.782,0,28,44,7212,246
33.340,23:22:24.784,0,28,38,7206,246
33.340,23:22:24.784,0,27,254,7166,246
33.340,23:22:24.784,0,28,0,7168,246
33.340,23:22:24.785,0,28,58,7226,247
33.340,23:22:24.785,0,28,60,7228,247
33.340,23:22:24.785,0,28,102,7270,247
33.340,23:22:24.786,0,28,72,7240,247
33.340,23:22:24.786,0,27,208,7120,248
33.340,23:22:24.786,0,27,212,7124,248
33.955,23:22:25.398,0,27,244,7156,248
33.955,23:22:25.399,0,27,252,7164,248
33.955,23:22:25.399,0,28,36,7204,249
33.955,23:22:25.399,0,28,52,7220,249
33.955,23:22:25.400,0,28,96,7264,249
33.955,23:22:25.400,0,28,32,7200,249
33.955,23:22:25.400,0,28,32,7200,249
33.955,23:22:25.401,0,28,56,7224,249
33.955,23:22:25.401,0,28,22,7190,250
33.955,23:22:25.401,0,28,24,7192,250
33.955,23:22:25.401,0,28,70,7238,250
33.955,23:22:25.402,0,28,50,7218,250
34.571,23:22:26.014,0,28,80,7248,251
34.571,23:22:26.014,0,28,68,7236,251
34.571,23:22:26.014,0,28,42,7210,251
34.571,23:22:26.015,0,28,36,7204,251
34.571,23:22:26.015,0,27,236,7148,252
34.571,23:22:26.015,0,27,242,7154,252
34.571,23:22:26.016,0,28,56,7224,252
34.571,23:22:26.016,0,28,70,7238,252
34.571,23:22:26.016,0,28,64,7232,252
34.571,23:22:26.017,0,28,102,7270,253
34.571,23:22:26.017,0,28,88,7256,253
34.571,23:22:26.017,0,27,240,7152,253
35.185,23:22:26.628,0,27,182,7094,253
35.185,23:22:26.630,0,27,246,7158,254
35.185,23:22:26.631,0,27,252,7164,254
35.185,23:22:26.631,0,28,48,7216,254
35.185,23:22:26.632,0,27,230,7142,255
35.185,23:22:26.632,0,27,212,7124,255
35.185,23:22:26.632,0,27,246,7158,255
35.185,23:22:26.632,0,28,54,7222,255
35.185,23:22:26.633,0,28,98,7266,255
35.185,23:22:26.633,0,28,80,7248,255
35.185,23:22:26.633,0,28,48,7216,0
35.829,23:22:27.272,0,28,10,7178,0
35.829,23:22:27.273,0,27,198,7110,1
35.829,23:22:27.273,0,27,230,7142,1
35.829,23:22:27.273,0,28,8,7176,1
35.829,23:22:27.274,0,28,42,7210,1
35.829,23:22:27.274,0,28,62,7230,1
35.829,23:22:27.274,0,28,20,7188,1
35.829,23:22:27.274,0,28,8,7176,2
35.829,23:22:27.275,0,28,20,7188,2
35.829,23:22:27.275,0,28,26,7194,2
35.829,23:22:27.275,0,28,70,7238,2
35.829,23:22:27.276,0,28,8,7176,3
35.829,23:22:27.276,0,28,18,7186,3
36.416,23:22:27.859,0,28,68,7236,3
36.416,23:22:27.859,0,28,86,7254,3
36.416,23:22:27.860,0,28,108,7276,4
36.416,23:22:27.860,0,28,52,7220,4
36.416,23:22:27.861,0,27,242,7154,4
36.416,23:22:27.861,0,28,34,7202,4
36.416,23:22:27.861,0,28,20,7188,4
36.416,23:22:27.861,0,28,24,7192,4
36.416,23:22:27.862,0,28,18,7186,5
36.416,23:22:27.862,0,28,68,7236,5
36.416,23:22:27.863,0,28,58,7226,5
37.004,23:22:28.446,0,27,238,7150,5
37.004,23:22:28.448,0,28,20,7188,6
37.004,23:22:28.448,0,28,78,7246,6
37.004,23:22:28.448,0,28,48,7216,7
37.004,23:22:28.448,0,28,20,7188,7
37.004,23:22:28.449,0,27,246,7158,7
37.004,23:22:28.449,0,28,24,7192,7
37.004,23:22:28.449,0,28,42,7210,8
37.572,23:22:29.015,0,28,42,7210,8
37.572,23:22:29.015,0,27,254,7166,8
37.572,23:22:29.015,0,28,46,7214,9
37.572,23:22:29.015,0,28,100,7268,9
37.572,23:22:29.016,0,28,34,7202,9
37.572,23:22:29.016,0,27,248,7160,10
37.572,23:22:29.016,0,27,208,7120,10
37.572,23:22:29.017,0,27,234,7146,10
38.173,23:22:29.616,0,28,44,7212,10
38.173,23:22:29.616,0,28,6,7174,10
38.173,23:22:29.617,0,27,240,7152,11
38.173,23:22:29.617,0,27,232,7144,11
38.173,23:22:29.617,0,28,10,7178,11
38.173,23:22:29.618,0,28,24,7192,12
38.173,23:22:29.618,0,27,240,7152,12
38.173,23:22:29.618,0,27,248,7160,12
38.173,23:22:29.619,0,27,236,7148,12
38.173,23:22:29.619,0,28,32,7200,13
38.786,23:22:30.229,0,27,250,7162,13
38.786,23:22:30.229,0,28,52,7220,13
38.786,23:22:30.230,0,28,14,7182,13
38.786,23:22:30.230,0,27,242,7154,13
38.786,23:22:30.230,0,28,32,7200,14
38.786,23:22:30.231,0,28,50,7218,14
38.786,23:22:30.231,0,28,66,7234,14
38.786,23:22:30.231,0,28,40,7208,14
38.786,23:22:30.232,0,27,222,7134,15
38.786,23:22:30.232,0,28,32,7200,15
38.786,23:22:30.232,0,28,36,7204,15
38.786,23:22:30.232,0,27,248,7160,15
38.786,23:22:30.233,0,27,246,7158,16
39.358,23:22:30.801,0,28,20,7188,16
39.358,23:22:30.802,0,28,10,7178,16
39.358,23:22:30.802,0,28,14,7182,16
39.358,23:22:30.802,0,27,242,7154,16
39.358,23:22:30.802,0,28,50,7218,16
39.358,23:22:30.803,0,28,64,7232,17
39.358,23:22:30.805,0,28,16,7184,17
39.358,23:22:30.805,0,28,20,7188,17
39.358,23:22:30.806,0,28,56,7224,17
39.358,23:22:30.806,0,28,68,7236,18
39.358,23:22:30.806,0,28,108,7276,18
40.005,23:22:31.449,0,28,90,7258,18
40.005,23:22:31.449,0,28,84,7252,18
40.005,23:22:31.449,0,27,224,7136,19
40.005,23:22:31.450,0,27,218,7130,19
40.005,23:22:31.450,0,27,224,7136,19
40.005,23:22:31.450,0,28,8,7176,19
40.005,23:22:31.450,0,28,20,7188,20
40.005,23:22:31.451,0,28,48,7216,20
40.005,23:22:31.451,0,28,44,7212,20
40.005,23:22:31.451,0,28,20,7188,21
40.624,23:22:32.067,0,28,30,7198,21
40.624,23:22:32.067,0,28,94,7262,21
40.624,23:22:32.068,0,28,96,7264,21
40.624,23:22:32.068,0,28,46,7214,22
40.624,23:22:32.069,0,28,50,7218,22
40.624,23:22:32.069,0,27,220,7132,22
40.624,23:22:32.069,0,27,228,7140,22
40.624,23:22:32.070,0,27,246,7158,22
40.624,23:22:32.070,0,27,240,7152,22
40.624,23:22:32.071,0,28,38,7206,23
40.624,23:22:32.071,0,28,62,7230,23
40.624,23:22:32.072,0,28,52,7220,23
41.241,23:22:32.684,0,28,76,7244,23
41.241,23:22:32.685,0,28,60,7228,24
41.241,23:22:32.685,0,28,52,7220,24
41.241,23:22:32.685,0,27,204,7116,24
41.241,23:22:32.686,0,27,154,7066,24
41.241,23:22:32.686,0,27,138,7050,25
41.241,23:22:32.686,0,27,142,7054,25
41.241,23:22:32.686,0,27,206,7118,25
41.241,23:22:32.687,0,27,188,7100,25
41.241,23:22:32.687,0,27,168,7080,26
41.241,23:22:32.687,0,27,206,7118,26
41.241,23:22:32.688,0,27,250,7162,26
41.809,23:22:33.252,0,28,0,7168,26
41.809,23:22:33.253,0,28,64,7232,26
41.809,23:22:33.253,0,28,62,7230,26
41.809,23:22:33.253,0,28,54,7222,27
41.809,23:22:33.254,0,28,26,7194,27
41.809,23:22:33.254,0,28,38,7206,27
41.809,23:22:33.254,0,27,196,7108,28
41.809,23:22:33.255,0,27,200,7112,28
41.809,23:22:33.255,0,27,220,7132,28
41.809,23:22:33.255,0,27,212,7124,28
41.809,23:22:33.255,0,27,238,7150,29
42.458,23:22:33.900,0,28,22,7190,29
42.458,23:22:33.901,0,28,4,7172,29
42.458,23:22:33.901,0,27,234,7146,29
42.458,23:22:33.901,0,27,246,7158,29
42.458,23:22:33.901,0,27,226,7138,29
42.458,23:22:33.902,0,28,14,7182,30
42.458,23:22:33.902,0,28,8,7176,30
42.458,23:22:33.902,0,28,16,7184,30
42.458,23:22:33.902,0,28,36,7204,30
42.458,23:22:33.903,0,28,38,7206,31
42.458,23:22:33.903,0,28,36,7204,31
42.458,23:22:33.903,0,28,8,7176,31
42.458,23:22:33.904,0,28,6,7174,31
43.026,23:22:34.470,0,28,14,7182,32
43.026,23:22:34.470,0,28,44,7212,32
43.026,23:22:34.470,0,28,46,7214,32
43.026,23:22:34.471,0,27,250,7162,32
43.026,23:22:34.471,0,28,6,7174,32
43.026,23:22:34.471,0,28,62,7230,33
43.026,23:22:34.471,0,28,52,7220,33
43.026,23:22:34.471,0,28,54,7222,33
43.026,23:22:34.472,0,27,244,7156,34
43.687,23:22:35.130,0,28,78,7246,34
43.687,23:22:35.131,0,27,242,7154,35
43.687,23:22:35.131,0,27,148,7060,35
43.687,23:22:35.131,0,27,188,7100,35
43.687,23:22:35.132,0,27,236,7148,36
43.687,23:22:35.132,0,27,254,7166,36
43.687,23:22:35.133,0,27,218,7130,36
43.687,23:22:35.133,0,27,236,7148,36
43.687,23:22:35.134,0,28,74,7242,36
43.687,23:22:35.134,0,28,68,7236,36
44.289,23:22:35.732,0,28,44,7212,37
44.289,23:22:35.733,0,28,28,7196,37
44.289,23:22:35.733,0,28,68,7236,37
44.289,23:22:35.733,0,28,88,7256,38
44.289,23:22:35.734,0,28,70,7238,38
44.289,23:22:35.734,0,28,46,7214,38
44.289,23:22:35.734,0,27,242,7154,38
44.289,23:22:35.734,0,27,190,7102,39
44.289,23:22:35.735,0,27,198,7110,39
44.289,23:22:35.735,0,27,172,7084,39
44.289,23:22:35.735,0,27,196,7108,39
44.890,23:22:36.333,0,27,200,7112,39
44.890,23:22:36.333,0,27,222,7134,40
44.890,23:22:36.334,0,27,248,7160,40
44.890,23:22:36.334,0,28,96,7264,40
44.890,23:22:36.334,0,28,104,7272,40
44.890,23:22:36.335,0,28,92,7260,40
44.890,23:22:36.335,0,28,84,7252,40
44.890,23:22:36.335,0,28,6,7174,41
44.890,23:22:36.336,0,27,222,7134,41
44.890,23:22:36.336,0,27,250,7162,41
44.890,23:22:36.337,0,27,254,7166,42
45.537,23:22:36.979,0,28,16,7184,42
45.537,23:22:36.981,0,27,250,7162,42
45.537,23:22:36.981,0,27,206,7118,42
45.537,23:22:36.981,0,28,6,7174,42
45.537,23:22:36.982,0,28,14,7182,43
45.537,23:22:36.982,0,28,8,7176,43
45.537,23:22:36.982,0,28,34,7202,43
45.537,23:22:36.982,0,28,18,7186,43
45.537,23:22:36.983,0,28,32,7200,44
45.537,23:22:36.983,0,28,42,7210,44
45.537,23:22:36.983,0,28,12,7180,44
45.537,23:22:36.984,0,28,28,7196,44
45.537,23:22:36.984,0,28,116,7284,44
46.167,23:22:37.609,0,28,106,7274,44
46.167,23:22:37.610,0,28,50,7218,45
46.167,23:22:37.610,0,27,238,7150,45
46.167,23:22:37.610,0,27,224,7136,45
46.167,23:22:37.611,0,27,180,7092,46
46.167,23:22:37.611,0,27,216,7128,46
46.167,23:22:37.612,0,27,218,7130,46
46.167,23:22:37.612,0,27,206,7118,46
46.167,23:22:37.612,0,27,202,7114,46
46.167,23:22:37.613,0,28,0,7168,47
46.167,23:22:37.613,0,28,36,7204,47
46.167,23:22:37.613,0,28,64,7232,47
46.167,23:22:37.614,0,28,62,7230,47
46.828,23:22:38.271,0,28,42,7210,47
46.828,23:22:38.272,0,28,64,7232,47
46.828,23:22:38.272,0,28,26,7194,48
46.828,23:22:38.272,0,27,228,7140,48
46.828,23:22:38.273,0,27,230,7142,48
46.828,23:22:38.273,0,28,12,7180,49
46.828,23:22:38.273,0,28,16,7184,49
46.828,23:22:38.274,0,27,238,7150,49
46.828,23:22:38.274,0,28,8,7176,49
46.828,23:22:38.274,0,28,12,7180,50
46.828,23:22:38.274,0,28,54,7222,50
46.828,23:22:38.275,0,28,124,7292,50
47.383,23:22:38.826,0,28,92,7260,50
47.383,23:22:38.827,0,28,108,7276,51
47.383,23:22:38.827,0,28,114,7282,51
47.383,23:22:38.827,0,28,14,7182,51
47.383,23:22:38.828,0,28,52,7220,51
47.383,23:22:38.828,0,27,246,7158,51
47.383,23:22:38.829,0,27,224,7136,52
47.383,23:22:38.829,0,28,6,7174,52
47.383,23:22:38.829,0,28,54,7222,52
47.383,23:22:38.830,0,28,106,7274,52
47.383,23:22:38.830,0,28,106,7274,53
47.997,23:22:39.440,0,28,38,7206,53
47.997,23:22:39.440,0,28,86,7254,53
47.997,23:22:39.441,0,28,106,7274,53
47.997,23:22:39.441,0,28,100,7268,54
47.997,23:22:39.442,0,28,50,7218,54
47.997,23:22:39.442,0,28,74,7242,54
47.997,23:22:39.442,0,28,28,7196,54
47.997,23:22:39.443,0,28,28,7196,54
47.997,23:22:39.443,0,28,4,7172,54
47.997,23:22:39.443,0,28,22,7190,55
47.997,23:22:39.443,0,28,34,7202,55
47.997,23:22:39.444,0,28,44,7212,55
48.566,23:22:40.009,0,28,78,7246,55
48.566,23:22:40.010,0,28,60,7228,56
48.566,23:22:40.010,0,28,68,7236,56
48.566,23:22:40.010,0,28,44,7212,56
48.566,23:22:40.011,0,27,182,7094,57
48.566,23:22:40.011,0,28,8,7176,57
48.566,23:22:40.012,0,28,26,7194,57
48.566,23:22:40.012,0,28,72,7240,58
49.167,23:22:40.610,0,28,80,7248,58
49.167,23:22:40.611,0,28,26,7194,58
49.167,23:22:40.611,0,28,44,7212,59
49.167,23:22:40.611,0,28,22,7190,59
49.167,23:22:40.612,0,28,40,7208,59
49.167,23:22:40.612,0,28,62,7230,59
49.167,23:22:40.612,0,28,74,7242,59
49.167,23:22:40.612,0,28,82,7250,59
49.167,23:22:40.613,0,28,64,7232,60
49.167,23:22:40.613,0,28,50,7218,60
49.167,23:22:40.613,0,27,222,7134,60
49.167,23:22:40.614,0,27,182,7094,60
49.768,23:22:41.210,0,28,0,7168,61
49.768,23:22:41.212,0,28,32,7200,61
49.768,23:22:41.212,0,28,64,7232,61
49.768,23:22:41.212,0,28,80,7248,61
49.768,23:22:41.213,0,28,56,7224,62
49.768,23:22:41.213,0,28,6,7174,62
49.768,23:22:41.213,0,28,44,7212,62
49.768,23:22:41.214,0,28,48,7216,62
49.768,23:22:41.214,0,28,72,7240,62
49.768,23:22:41.214,0,28,68,7236,62
49.768,23:22:41.215,0,28,58,7226,63
49.768,23:22:41.215,0,28,98,7266,63
50.355,23:22:41.798,0,28,102,7270,63
50.355,23:22:41.799,0,28,104,7272,63
50.355,23:22:41.799,0,28,54,7222,64
50.355,23:22:41.799,0,27,246,7158,64
50.355,23:22:41.799,0,27,226,7138,64
50.355,23:22:41.800,0,27,244,7156,64
50.355,23:22:41.800,0,28,40,7208,65
50.355,23:22:41.800,0,28,10,7178,65
50.355,23:22:41.801,0,27,234,7146,65
51.006,23:22:42.449,0,28,4,7172,66
51.006,23:22:42.449,0,27,248,7160,66
51.006,23:22:42.450,0,27,224,7136,66
51.006,23:22:42.450,0,27,218,7130,67
51.006,23:22:42.450,0,27,228,7140,67
51.006,23:22:42.452,0,27,150,7062,67
51.006,23:22:42.452,0,27,220,7132,68
51.006,23:22:42.452,0,27,226,7138,68
51.006,23:22:42.453,0,27,208,7120,68
51.006,23:22:42.453,0,27,250,7162,68
51.607,23:22:43.049,0,28,22,7190,68
51.607,23:22:43.050,0,27,246,7158,69
51.607,23:22:43.050,0,28,18,7186,69
51.607,23:22:43.050,0,27,246,7158,69
51.607,23:22:43.052,0,27,166,7078,70
51.607,23:22:43.052,0,27,154,7066,70
51.607,23:22:43.052,0,27,144,7056,71
51.607,23:22:43.053,0,27,104,7016,71
51.607,23:22:43.053,0,27,126,7038,71
52.209,23:22:43.651,0,27,128,7040,71
52.209,23:22:43.652,0,27,90,7002,71
52.209,23:22:43.652,0,27,152,7064,71
52.209,23:22:43.652,0,27,176,7088,72
52.209,23:22:43.653,0,27,126,7038,72
52.209,23:22:43.653,0,27,118,7030,72
52.209,23:22:43.653,0,27,36,6948,72
52.209,23:22:43.653,0,27,62,6974,73
52.209,23:22:43.654,0,27,114,7026,73
52.209,23:22:43.654,0,27,84,6996,73
52.209,23:22:43.655,0,27,132,7044,73
52.209,23:22:43.655,0,27,236,7148,74
52.823,23:22:44.266,0,28,150,7318,74
52.823,23:22:44.267,0,28,216,7384,74
52.823,23:22:44.267,0,29,150,7574,74
52.823,23:22:44.267,0,30,72,7752,75
52.823,23:22:44.268,0,30,152,7832,75
52.823,23:22:44.268,0,31,96,8032,75
52.823,23:22:44.268,0,32,34,8226,75
52.823,23:22:44.268,0,32,124,8316,76
52.823,23:22:44.269,0,33,104,8552,76
52.823,23:22:44.269,0,34,70,8774,76
52.823,23:22:44.269,0,35,8,8968,76
52.823,23:22:44.270,0,35,188,9148,77
53.440,23:22:44.883,0,36,168,9384,77
53.440,23:22:44.884,0,37,148,9620,77
53.440,23:22:44.884,0,38,176,9904,77
53.440,23:22:44.884,0,39,218,10202,78
53.440,23:22:44.885,0,39,162,10146,78
53.440,23:22:44.885,0,38,128,9856,79
53.440,23:22:44.885,0,38,58,9786,79
53.440,23:22:44.886,0,37,204,9676,80
53.440,23:22:44.886,0,37,118,9590,80
53.440,23:22:44.886,0,37,4,9476,80
53.440,23:22:44.886,0,36,244,9460,81
54.054,23:22:45.497,0,36,254,9470,81
54.054,23:22:45.497,0,36,176,9392,81
54.054,23:22:45.498,0,36,86,9302,81
54.054,23:22:45.498,0,34,142,8846,82
54.054,23:22:45.498,0,34,58,8762,82
54.054,23:22:45.499,0,34,44,8748,83
54.054,23:22:45.499,0,33,204,8652,83
54.054,23:22:45.499,0,33,118,8566,83
54.054,23:22:45.500,0,33,16,8464,83
54.054,23:22:45.500,0,32,224,8416,84
54.054,23:22:45.500,0,32,88,8280,84
54.054,23:22:45.501,0,32,32,8224,84
54.054,23:22:45.501,0,31,108,8044,84
54.638,23:22:46.080,0,31,56,7992,85
54.638,23:22:46.082,0,30,92,7772,85
54.638,23:22:46.082,0,30,48,7728,85
54.638,23:22:46.082,0,30,0,7680,85
54.638,23:22:46.083,0,29,102,7526,86
54.638,23:22:46.083,0,29,56,7480,86
54.638,23:22:46.083,0,29,60,7484,86
54.638,23:22:46.083,0,29,32,7456,86
54.638,23:22:46.084,0,28,254,7422,87
54.638,23:22:46.084,0,28,124,7292,87
55.237,23:22:46.681,0,27,232,7144,88
55.237,23:22:46.681,0,27,170,7082,88
55.237,23:22:46.682,0,27,124,7036,88
55.237,23:22:46.682,0,27,16,6928,88
55.237,23:22:46.683,0,26,234,6890,89
55.237,23:22:46.683,0,26,50,6706,89
55.237,23:22:46.684,0,25,204,6604,89
55.237,23:22:46.684,0,25,144,6544,89
55.237,23:22:46.685,0,25,40,6440,90
55.237,23:22:46.685,0,25,10,6410,90
55.237,23:22:46.686,0,24,252,6396,90
55.867,23:22:47.309,0,25,28,6428,90
55.867,23:22:47.310,0,25,114,6514,91
55.867,23:22:47.310,0,25,220,6620,91
55.867,23:22:47.311,0,26,188,6844,91
55.867,23:22:47.311,0,27,50,6962,91
55.867,23:22:47.311,0,28,70,7238,92
55.867,23:22:47.311,0,27,230,7142,93
55.867,23:22:47.312,0,26,22,6678,93
55.867,23:22:47.312,0,25,190,6590,94
56.482,23:22:47.925,0,25,144,6544,94
56.482,23:22:47.926,0,25,130,6530,94
56.482,23:22:47.926,0,25,158,6558,95
56.482,23:22:47.926,0,25,172,6572,95
56.482,23:22:47.927,0,25,120,6520,95
56.482,23:22:47.927,0,25,60,6460,96
56.482,23:22:47.927,0,25,108,6508,96
56.482,23:22:47.928,0,25,120,6520,96
56.482,23:22:47.928,0,25,160,6560,96
56.482,23:22:47.928,0,25,108,6508,97
56.482,23:22:47.929,1,25,118,6518,97
57.037,23:22:48.481,1,25,148,6548,97
57.037,23:22:48.481,1,25,122,6522,97
57.037,23:22:48.482,1,25,84,6484,98
57.037,23:22:48.482,1,25,78,6478,98
57.037,23:22:48.483,1,25,140,6540,98
57.037,23:22:48.483,1,25,112,6512,98
57.037,23:22:48.483,1,25,46,6446,99
57.037,23:22:48.484,1,25,66,6466,99
57.037,23:22:48.484,1,25,144,6544,100
57.037,23:22:48.484,1,25,200,6600,100
57.037,23:22:48.485,1,25,96,6496,100
57.655,23:22:49.097,1,25,38,6438,100
57.655,23:22:49.099,1,25,122,6522,101
57.655,23:22:49.099,1,25,166,6566,101
57.655,23:22:49.099,1,25,104,6504,101
57.655,23:22:49.100,1,25,0,6400,101
57.655,23:22:49.100,1,25,26,6426,102
57.655,23:22:49.100,1,25,152,6552,102
57.655,23:22:49.100,1,25,144,6544,102
57.655,23:22:49.101,1,25,112,6512,102
57.655,23:22:49.101,1,25,156,6556,103
57.655,23:22:49.101,1,25,112,6512,103
57.655,23:22:49.102,1,25,24,6424,104
58.315,23:22:49.757,1,25,36,6436,104
58.315,23:22:49.759,1,25,112,6512,104
58.315,23:22:49.759,1,25,126,6526,104
58.315,23:22:49.759,1,25,104,6504,105
58.315,23:22:49.759,1,25,96,6496,105
58.315,23:22:49.760,1,25,22,6422,105
58.315,23:22:49.760,1,25,74,6474,105
58.315,23:22:49.760,1,25,146,6546,106
58.315,23:22:49.761,1,26,24,6680,106
58.315,23:22:49.761,1,26,102,6758,106
58.315,23:22:49.761,1,27,6,6918,106
58.315,23:22:49.762,1,27,108,7020,107
58.315,23:22:49.762,1,27,188,7100,107
58.315,23:22:49.762,1,27,234,7146,108
58.884,23:22:50.328,1,27,222,7134,108
58.884,23:22:50.328,1,27,194,7106,108
58.884,23:22:50.329,1,27,138,7050,108
58.884,23:22:50.329,1,27,18,6930,109
58.884,23:22:50.329,1,26,200,6856,109
58.884,23:22:50.330,1,26,156,6812,110
58.884,23:22:50.330,1,26,186,6842,110
58.884,23:22:50.330,1,27,22,6934,110
58.884,23:22:50.331,1,27,74,6986,110
58.884,23:22:50.331,1,27,168,7080,111
58.884,23:22:50.331,1,27,228,7140,111
59.485,23:22:50.928,1,28,204,7372,112
59.485,23:22:50.929,1,29,34,7458,112
59.485,23:22:50.929,1,30,6,7686,112
59.485,23:22:50.929,1,30,218,7898,112
59.485,23:22:50.929,1,31,46,7982,113
59.485,23:22:50.930,1,32,26,8218,113
59.485,23:22:50.930,1,32,222,8414,114
59.485,23:22:50.930,1,33,36,8484,114
59.485,23:22:50.931,1,33,114,8562,115
59.485,23:22:50.931,1,33,152,8600,115
59.485,23:22:50.931,1,33,172,8620,116
59.485,23:22:50.931,1,33,194,8642,116
60.084,23:22:51.526,1,33,196,8644,117
60.084,23:22:51.527,1,33,160,8608,117
60.084,23:22:51.527,1,33,176,8624,117
